category,region,domain,requirement,documentation_format,status,must_comply_by,citation_source,last_verified
Consumer Notebook,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC/Energy/Telecom is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Consumer Notebook,EU/UK,trade_customs,A UK-specific conformity marking (UKCA) may be required alongside CE marking depending on the product's UK market entry route; final scope/date still being confirmed.,print,emerging,TBD,Regulatory Requirements Summary.xlsx - EMEA ITE tab (UK row),2026-09-09
Consumer Notebook,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Consumer Notebook,EU/UK,warranty_documentation,"Austria: if only a short-form warranty is provided in print, the full long-form guarantee statement must also be made available to the consumer on a ""permanent data carrier""; a website link alone does not satisfy this.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (Austria row),2025-05-01
Consumer Notebook,EU/UK,warranty_documentation,Setup instructions containing safety/regulatory notices must be provided in printed form for both commercial and consumer customers in the UK.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Consumer Notebook,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Consumer Notebook,US,environmental_sustainability,ENERGY STAR labeling applies to notebook/mobile-workstation computers and is a common customer/procurement expectation though not a blanket federal mandate.,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA Energy row),2026-09-09
Consumer Notebook,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Consumer Notebook,US,safety_emc_telecom,FCC ID / regulatory model number must be marked on the product or accessible via e-label per 47 CFR Section 2.935.,either,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row, comments)",2023-06-14
Consumer Notebook,US,safety_emc_telecom,"USA Wireless: FCC Foreign Adversary Control Attestation requirement newly effective June 9, 2026, requiring supply-chain attestation prior to equipment authorization for the integrated Wi-Fi/Bluetooth radio.",online,emerging,2026-06-09,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (Americas),2026-08-01
Consumer Notebook,US,battery_safety,UN38.3 lithium-battery transport testing documentation must be available for the internal battery for air/sea freight.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Consumer Notebook,US,battery_safety,IEC 62133-2 cell/pack safety certification applies to the internal lithium battery.,online,existing,Now,IEC 62133-2 (portable lithium cell/pack safety) - cited directly; not row-level content in the five project workbooks,2026-09-24
Consumer Notebook,US,cybersecurity,"USA Cybersecurity: FCC-adjacent IoT Labeling Program (""Cyber Trust Mark"") is newly effective and may apply to network-connected computing devices; effective date still TBD.",online,emerging,TBD,"ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (Americas) / FCC IoT Labeling Program (""U.S. Cyber Trust Mark"")",2026-08-01
Consumer Notebook,US,trade_customs,"Customs approval for Telecom is required to be held in the importer's (HP entity's) name for US import; Safety, EMC, and Energy are not.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Consumer Notebook,US,trade_customs,"US customs review does not include a technical-regulations check for Safety, EMC, Energy, or Telecom at border entry for this product category.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Consumer Notebook,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Consumer Notebook,US,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Consumer Notebook,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Consumer Notebook,China,environmental_sustainability,"China Energy Label / energy-efficiency disclosure applies to notebook/mobile-workstation computers; revised energy standard becomes effective Feb 1, 2027.",print,emerging,2027-02-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Consumer Notebook,China,environmental_sustainability,China Regulation Notice (product-specific compliance statement) must be included per WTR APJ ITE guidance.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China Regulation Notice),2026-09-09
Consumer Notebook,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Consumer Notebook,China,safety_emc_telecom,China SRRC radio-type approval must be obtained and the approval/model number disclosed in product documentation for the Wi-Fi/Bluetooth radio.,online,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Consumer Notebook,China,battery_safety,"China's Mobile Power Bank traceability requirement (QR code) applies if the product ships with a battery-pack accessory; NPIs must comply by March 2026, sustaining products by March 2027.",either,emerging,2027-03-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Consumer Notebook,China,battery_safety,UN38.3 lithium-battery transport testing documentation must be available for the internal battery.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Consumer Notebook,China,trade_customs,"Customs approval for Telecom, EMC, and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Consumer Notebook,China,trade_customs,"Chinese customs review includes a technical-regulations check for EMC, Energy, and Telecom, with Safety review handled discretionarily (""D"").",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Consumer Notebook,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Consumer Notebook,China,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers in China.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Consumer Notebook,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Consumer Notebook,Taiwan,environmental_sustainability,"Taiwan's new Cybersecurity regulation for network-connected products newly applies to displays and digital cameras from Jan 1, 2028; scope for notebook/mobile-workstation computers is tracked separately under the cybersecurity domain below.",online,emerging,2028-01-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Consumer Notebook,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Consumer Notebook,Taiwan,safety_emc_telecom,Taiwan NCC statement and radio type-approval number must be included in product documentation for the Wi-Fi/Bluetooth radio.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (NCC Statement),2026-09-09
Consumer Notebook,Taiwan,safety_emc_telecom,Documentation must include an EIRP disclosure and IEEE 802.11x compliance note for the integrated wireless radio.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EIRP content / IEEE 802.11x note),2026-09-09
Consumer Notebook,Taiwan,battery_safety,"Taiwan BSMI Battery Standard is in draft; official release expected 2H 2026, with enforcement beginning July 1, 2027, for products shipping with a battery pack.",either,emerging,2027-07-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Consumer Notebook,Taiwan,cybersecurity,"Taiwan's new cybersecurity regulation for network-connected products applies from Jan 1, 2028; notebook/mobile-workstation computers are network-connected computing devices within its stated scope.",online,emerging,2028-01-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ) / Taiwan cybersecurity regulation for network-connected products,2026-08-01
Consumer Notebook,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Consumer Notebook,Taiwan,trade_customs,"Taiwan customs review includes a technical-regulations check for Safety, EMC, Energy, and Telecom at border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Consumer Notebook,Taiwan,warranty_documentation,"Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form, including product name/type/quantity, serial number, warranty coverage and period, and manufacturer/distributor name and address.",print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Consumer Notebook,Taiwan,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers in Taiwan.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Commercial Mobile Workstation,EU/UK,environmental_sustainability,"RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances (lead, mercury, cadmium, hexavalent chromium, PBB, PBDE, and 4 phthalates) must be met.",online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Commercial Mobile Workstation,EU/UK,environmental_sustainability,Product must display the EU WEEE crossed-out wheelie-bin symbol on the device housing or packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU WEEE Statement),2026-09-09
Commercial Mobile Workstation,EU/UK,environmental_sustainability,"EU Lot 7 Ecodesign regulation newly extends requirements to external power supplies, wireless chargers, and USB Type-C charging cables shipped with the product.",online,emerging,2028-12-14,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (EMEA),2026-08-01
Commercial Mobile Workstation,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing RED 2014/53/EU and IEC 62368-1 safety/EMC standard must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
